ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
ElderEntJaw1Idle,1,20,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/boss/elderent/jaw1.png,0,0,110,97,45,20,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,17.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,17,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,15.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,15,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,21,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,22.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,24,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,25.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,27,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,28.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,30,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,28.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,27,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,25.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,24,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,22.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,21,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,15,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,15.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,16.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,17,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,17.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,18.5,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19,0,0
graphics/boss/elderent/jaw1.png,0,0,110,97,45,19.5,0,0
